lichess_dataset_index,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
3226,05GU4,4r1k1/rb3p2/pq2P1pp/1p1n4/2pN4/2P4P/1PQ3P1/1B1RR1K1 b - - 2 27,e8e6 e1e6 f7e6 c2g6,743,77,100,285,capturingDefender crushing kingsideAttack middlegame short,https://lichess.org/ynKk27el/black#54
3236,05HkP,8/p7/1p6/3K4/8/P1P5/1P1k4/8 w - - 6 46,b2b4 d2c3 d5c6 c3b3 b4b5 b3a3,1135,80,100,79,crushing endgame long pawnEndgame,https://lichess.org/9k8YEodE#91
3240,05IBE,8/pp5p/4kpp1/3N4/3K4/5PP1/PP5P/5b2 b - - 0 28,f1g2 d5f4 e6d6 f4g2,1037,172,100,17,crushing endgame fork short,https://lichess.org/ZF8BuoB8/black#56
3242,05IKC,N4rk1/pp4pp/n1pp4/4p1B1/6q1/3P1N2/PPP1B3/R2Q2K1 w - - 0 18,g1h1 g4h3 f3h2 f8f2 d1g1 f2e2,1310,433,100,4,equality kingsideAttack long middlegame,https://lichess.org/7U3D9Rkk#35
3244,05IZ5,5rk1/r5p1/3p1p1Q/p1p1qP1P/bp2P3/3B2R1/2P3P1/1R5K b - - 0 29,a4e8 d3c4 d6d5 c4d5,1767,108,100,29,crushing middlegame pin short,https://lichess.org/rBCYAZg3/black#58
3257,05KI6,r7/7p/p5pk/4ppqb/8/1P2N3/P2Q1P1P/5K2 b - - 0 38,e5e4 h2h4 h5e2 f1e2 g5d8 e3f5,1317,373,100,3,doubleCheck endgame equality long,https://lichess.org/23f9UVxc/black#76
3268,05Ljb,3rk2r/p1QNnppp/2p5/4p3/4q3/8/PP3PPP/3R2K1 b k - 1 20,e4f5 d7f6 g7f6 c7d8,995,76,100,161,mate mateIn2 middlegame short,https://lichess.org/I1k4HWrO/black#40
3271,05Lym,2r5/8/8/3K1Pp1/6k1/3R4/8/8 w - - 0 48,d5e6 c8c6 e6d5 c6f6 d3d1 f6f5,2240,83,100,39,crushing endgame long rookEndgame,https://lichess.org/pAlb0cj4#95
3290,05Nm7,3q2rk/QR4bp/3p4/3Pp3/8/6P1/P4P1P/6K1 b - - 1 33,d8a8 b7g7 a8a7 g7a7,1351,353,100,3,crushing endgame short,https://lichess.org/ihwCtPFc/black#66
3296,05Ofz,3r2k1/p4p2/3rpb1p/2p3p1/8/PP1B1PP1/2P4P/1R1R2K1 b - - 2 25,d8c8 d3h7 g8h7 d1d6,678,81,100,145,advantage discoveredAttack endgame short,https://lichess.org/Y9bRKugm/black#50
3298,05OmH,2kN4/2p3p1/1p6/pP1PPQ2/4n3/8/4K1P1/2q2B1r b - - 12 45,c8d8 f5f8 d8d7 e5e6,1580,137,100,33,endgame mate mateIn2 short,https://lichess.org/LVxRp7b8/black#90
3303,05P6M,1Q6/8/p3qppk/p2p3p/8/2P1rNN1/6K1/8 b - - 3 39,h5h4 b8h8,1372,196,100,23,endgame mate mateIn1 oneMove,https://lichess.org/PFxID1ZE/black#78
3305,05PUN,5rkr/1p2RB1p/p2p3Q/2n5/2Pq1PP1/8/PP6/2K4R b - - 0 31,f8f7 e7e8 f7f8 h6f8,1201,158,100,30,mate mateIn2 middlegame short,https://lichess.org/2dSzGcJR/black#62
3330,05Sb2,r1b1k2r/pp4pp/5p2/4N3/2N1q3/2P5/PP3PPP/R4K1R b kq - 1 16,f6e5 c4d6 e8e7 d6e4,1535,500,100,2,equality fork middlegame short,https://lichess.org/P1OiEDFE/black#32
3343,05Tqt,Q7/p3kppp/3p3q/3Bp3/4P3/2bb1P1N/PP4PP/R3K2R w KQ - 0 21,b2c3 h6e3 e1d1 e3e2 d1c1 e2c2,1499,213,100,21,exposedKing long mate mateIn3 middlegame,https://lichess.org/Oa567QOi#41
3345,05U9v,rn6/1k1R2p1/1pp5/8/5Q2/p7/q4PPP/3R2K1 b - - 0 24,b8d7 d1d7 b7a6 f4a4,936,75,100,403,endgame mate mateIn2 short,https://lichess.org/NR2ZnNiP/black#48
3355,05UYG,8/8/3R1k2/P3p1p1/2pp4/r4P2/5KP1/8 b - - 2 33,f6f5 g2g4 f5f4 d6f6,1390,141,100,22,endgame mate mateIn2 rookEndgame short,https://lichess.org/nChkiMVf/black#66
3365,05VgJ,3r4/5p2/1RRrk3/P3p3/1p6/3n2P1/1P2K2P/8 b - - 4 47,f7f5 c6d6 d8d6 b6d6,1221,282,100,2,crushing endgame short,https://lichess.org/VgeZCqO4/black#94
3369,05Vxu,3r1r1k/6pp/3q1b2/p2p1PPQ/1p2p3/2P5/Pn1B3P/RN3RK1 b - - 0 29,f6e5 g5g6 h7h6 d2h6,1722,334,100,2,crushing middlegame short,https://lichess.org/a4ZNNzD3/black#58
3377,05X2L,6k1/r4pp1/1p2r2p/pn6/2q2P2/2NbP1P1/R2P1KBP/2BQ3R w - - 3 28,g2d5 b5c3 d5c4 c3d1 h1d1 d3c4,1538,500,100,0,equality long middlegame,https://lichess.org/S4dY8LrP#55
3383,05XbM,rn1qk2r/ppp1ppb1/5n1p/4P1Q1/2B3b1/8/PPP2PPP/RNB1K1NR w KQkq - 0 9,g5f4 d8d1,1143,105,100,56,mate mateIn1 oneMove opening,https://lichess.org/tOduhTM1#17
3391,05YjH,5rk1/p4Qpp/7q/8/4P3/2P5/P5PP/3R1R1K b - - 0 25,f8f7 d1d8 f7f8 f1f8,861,76,100,137,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/9ud3DDbG/black#50
3403,05aHA,4r1k1/2pq2Bp/1p6/p3p3/2Pn4/1P1Q3P/P4Pb1/2R1R1K1 w - - 0 29,g7e5 d4f3 d3f3 g2f3,1478,139,100,29,crushing fork master middlegame short,https://lichess.org/VhVVFykh#57
3407,05adP,3r2k1/5bp1/p4pBp/1p1p3P/8/4R3/PPP3P1/1K6 b - - 0 34,d8e8 e3e8 f7e8 g6e8,858,103,100,58,crushing endgame short xRayAttack,https://lichess.org/hebgeYOP/black#68
3419,05bcq,4r3/1b2rk1p/pp2N1p1/3P1P2/6n1/1PRB4/P2Q2Pq/4RK2 b - - 2 33,g6f5 d3f5 h2h1 f1e2 h1g2 e2d1 g2d5 f5g4,1695,356,100,3,crushing middlegame veryLong,https://lichess.org/igtaNRLv/black#66
3429,05cdn,4q1k1/4r1p1/2pQNb1p/1p1n4/1P6/7P/1P1B1PP1/4R1K1 w - - 0 26,b2b3 d5c7 d6c7 e7c7,1500,500,100,0,crushing middlegame short,https://lichess.org/L8seItFX#51
3431,05d4D,k7/pp6/2p1rb2/8/K3b3/8/7Q/3R4 w - - 0 44,h2h6 e4c2 a4a3 f6e7 a3b2 e6h6,1855,103,100,33,crushing discoveredAttack endgame fork long,https://lichess.org/2eMC2j6a#87
3436,05djE,r5k1/1ppb3p/p2q2p1/3P1p2/2PQ4/P7/B4PPP/4R1K1 b - - 0 24,a8e8 e1e8 d7e8 c4c5,1373,359,100,2,crushing endgame short,https://lichess.org/9SZGlI0M/black#48
3465,05gck,r3r1k1/3n1pp1/1qp2n1p/1p1p4/7P/PP1P2P1/1Q2NPB1/R3R1K1 w - - 1 19,b2d4 e8e2 d4b6 e2e1 a1e1 d7b6,1424,437,100,3,crushing kingsideAttack long middlegame,https://lichess.org/sBm8Md2J#37
3472,05hdy,4R3/kpp4p/8/1p6/4Pr2/1P3n1R/P2P4/3K4 w - - 0 35,d1e2 f3g1 e2e3 g1h3,983,190,100,13,crushing endgame fork short,https://lichess.org/qmOlTVqC#69
3473,05hfp,8/4N2p/5P2/6p1/6n1/5k1K/7P/8 w - - 0 51,f6f7 g4f2,1441,262,100,5,endgame knightEndgame mate mateIn1 oneMove,https://lichess.org/nrBPESi3#101
3477,05hwq,8/8/8/1P3R2/6P1/6kP/1r6/6Kb w - - 0 57,g1h1 b2b1 f5f1 b1f1,1418,102,100,46,endgame mate mateIn2 rookEndgame short,https://lichess.org/XS7Nj0Eh#113
3491,05jNI,3r2k1/3r4/2p3p1/P7/4p2p/6qP/1Q2b1P1/B2RR1K1 b - - 4 34,d7d1 b2g7,1385,154,100,43,mate mateIn1 middlegame oneMove,https://lichess.org/laQPJBAK/black#68
3495,05jvp,8/4p2k/3p2p1/3q3p/7P/2Q1P1P1/5P2/6K1 b - - 1 45,h7h6 c3h8,796,107,100,42,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/D9chFhCD/black#90
3520,05mag,b1r3k1/Q3bppp/4pn2/1p3n2/4pP2/6PB/1PP4P/2B2RK1 w - - 8 22,h3f5 e7c5 a7c5 c8c5,936,76,100,171,advantage fork middlegame short,https://lichess.org/sDgFxIKW#43
3527,05nFU,2k3rr/1pq2p2/p1pbpQ2/P4p1p/2P5/8/1PP2PP1/3RR2K b - - 3 26,g8g6 f6h8 c7d8 h8d8,1420,108,100,56,crushing hangingPiece middlegame queensideAttack short,https://lichess.org/cccqDAn5/black#52
3540,05o1O,5rr1/kp1R4/p3N2p/n7/1b3B2/5R2/7P/7K b - - 3 37,f8f5 f4e3 b4c5 e3c5 f5c5 e6c5,1500,500,100,3,crushing long middlegame,https://lichess.org/1OgMP3tv/black#74
3554,05pae,4r1k1/3Q1pqp/3p4/1p1P4/2p5/3n2B1/1P3PP1/3R2K1 b - - 1 33,e8e2 d7c8 g7f8 c8g4,2144,191,100,8,crushing endgame short,https://lichess.org/ILToxbbp/black#66
3556,05pgH,5rk1/3P4/6p1/3Pp3/4P3/6bb/2Q2PBq/1R2RK2 w - - 1 35,g2h3 f8f2 c2f2 h2f2,1664,176,100,22,fork mate mateIn2 middlegame short,https://lichess.org/hqxDbY8T#69
3558,05psn,6k1/5p2/6pp/K1R2r2/1P6/8/8/8 b - - 1 43,h6h5 c5f5 g6f5 b4b5 f5f4 b5b6 g8g7 b6b7,633,82,100,314,advancedPawn crushing endgame quietMove rookEndgame veryLong,https://lichess.org/nza0eDYS/black#86
3559,05q0r,8/8/6p1/8/r4p1k/PR3K1P/8/8 w - - 2 43,b3b8 a4a3 f3f4 g6g5 f4f5 a3a5,2295,87,100,42,crushing endgame exposedKing long rookEndgame,https://lichess.org/eMAXjj1W#85
3560,05q11,6k1/b4pp1/1qp4p/8/1PQ5/P5NP/5PP1/6K1 w - - 0 33,c4d3 b6f2 g1h2 f2g1,1017,190,100,14,endgame mate mateIn2 short,https://lichess.org/KJ09Twkn#65
3563,05qT7,r5k1/5pp1/1pP4p/3p4/p2P4/R3P2P/5PP1/6K1 w - - 1 31,g1f1 b6b5 c6c7 a8c8 f1e2 c8c7,1416,153,100,9,crushing endgame long quietMove rookEndgame,https://lichess.org/GKSTEu2H#61
3565,05qrw,8/1r4k1/6p1/6Kp/5R2/6PP/8/8 w - - 2 60,g3g4 b7b5 f4f5 g6f5,1686,90,100,44,crushing endgame rookEndgame short,https://lichess.org/bQ3GAnG1#119
3588,05tJf,8/p7/k7/1p2KP2/2p4p/P1B2r2/8/1R6 w - - 1 45,e5e6 f3c3,1365,284,100,6,endgame equality hangingPiece oneMove,https://lichess.org/NXsKekyG#89
3592,05tVe,5rk1/1p5p/p1bqp1p1/3pN1P1/4P3/2R4P/P1Q3P1/7K w - - 2 32,e5c6 f8f1,1070,90,100,109,endgame mate mateIn1 oneMove,https://lichess.org/XDHGgDYw#63
3597,05uJg,r3q1k1/1p6/p4Brp/2p3PQ/2Pp4/2Pp4/PP5K/R4R2 w - - 4 33,g5h6 g6g2 h2g2 e8h5 h6h7 h5h7,1775,77,100,63,crushing discoveredAttack long middlegame,https://lichess.org/Mz6CyBNT#65
3602,05uZY,6k1/pp6/2p3pp/4Npq1/3Pp3/2P5/PP1bQP2/5K2 b - - 1 28,d2f4 e2c4 g8h8 e5f7 h8g7 f7g5,1129,80,100,108,crushing endgame exposedKing fork long,https://lichess.org/RSUuOYYz/black#56
3610,05uzb,r5k1/pp2N2p/3p2p1/2pPn3/2P1P3/5Q2/PP1q4/1K4R1 b - - 4 30,g8h8 f3f6,1567,178,100,22,endgame mate mateIn1 oneMove,https://lichess.org/99uxiLJj/black#60
3612,05v4J,1r3r2/3bpk1p/3p1npQ/8/pq1NP1P1/1PN2P2/1KP5/3R3R w - - 2 23,g4g5 a4a3 b2a2 b4c3,1500,500,100,3,crushing deflection middlegame short,https://lichess.org/yOBpgVrM#45
3616,05vPg,1r4rk/pp3p1p/n1p5/5QN1/2P4P/3P4/Pq4B1/5R1K b - - 1 28,b2g7 g5f7 g7f7 f5f7,1500,500,100,2,crushing middlegame short,https://lichess.org/x0T7MHeh/black#56
3623,05w2I,7r/p3b3/1pk3pp/2p1Rp2/2P2B2/PP5P/4KPP1/8 b - - 3 26,h8h7 e5e6 c6d7 e6g6,1689,245,100,4,crushing endgame master short,https://lichess.org/3XlDRpFl/black#52
3635,05xH6,8/6kp/1r1p1r2/R7/4p3/P1Pb2P1/3R1PB1/6K1 w - - 0 33,a5a4 b6b1 g1h2 f6h6,847,76,100,820,advantage endgame master short,https://lichess.org/G4cwthSD#65
3639,05xRm,8/8/4k3/5p1p/3pr1pP/1KR3P1/2P2P2/8 w - - 0 42,c3c6 e6d5 c6f6 e4e5 f6f8 d5e4,2439,84,100,79,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/eE3rg09L#83
3643,05yhI,rn3brk/pp4q1/3p4/2pPp3/2P1Ppb1/2R5/PP2B1P1/1N1Q1RK1 w - - 0 30,e2g4 g7g4 d1g4 g8g4,1317,224,100,4,crushing middlegame short,https://lichess.org/v6kfOs0z#59
3644,05yhU,3r2k1/qb3pp1/p3p1p1/1p6/3P4/1B4B1/PP3PPP/R2Q2K1 w - - 1 23,g3h4 d8d4 d1c1 d4h4,1194,128,100,32,equality fork middlegame short,https://lichess.org/85qcr3Ri#45
3647,05yvn,2kr4/p3Rp2/Pp4p1/3P1b2/2P4Q/2q2K2/5PP1/5B2 w - - 5 30,f3f4 d8h8 h4g3 c3f6,2000,211,100,9,crushing endgame short,https://lichess.org/jw0Rr2U0#59
3650,05zfC,8/8/6p1/1kp2r1p/7K/PNB5/1P6/8 b - - 7 56,c5c4 b3d4 b5c5 d4f5,862,79,100,136,crushing endgame fork short,https://lichess.org/hSTsDX9U/black#112
3665,061gS,2r2r1k/1p2q1pp/5b2/1PPQNb2/2B5/8/5BPP/4R1K1 b - - 0 29,f5e6 d5e6 e7e6 c4e6,1500,500,100,1,crushing middlegame short,https://lichess.org/TPkJ6rS8/black#58
3666,061nK,r2r4/4N3/2b2nkp/Rpp1n1p1/3pP1P1/1P3P1P/5NB1/R5K1 b - - 9 34,g6f7 e7c6 e5c6 a5a8,1348,353,100,3,crushing middlegame short,https://lichess.org/HncLZrnv/black#68
3681,062ck,4k1r1/1p1b1p1p/p3p3/4nn1N/1B2p3/P5P1/2r1BP1P/3RK2R b K - 3 25,e5f3 e2f3 e4f3 h5f6,1500,500,100,3,crushing middlegame short,https://lichess.org/fDjrBr5k/black#50
3684,062su,8/8/4k3/2p3R1/3bBp2/4rP1P/2P1K1P1/8 w - - 3 39,e2d2 d4c3 d2c1 e3e1,866,75,100,942,endgame mate mateIn2 short,https://lichess.org/BfEBtcBG#77
3689,0636X,6k1/p4q2/2r2p1Q/5PP1/7K/3p4/PPb5/4R3 b - - 0 41,f6g5 h6g5 c6g6 g5d8 g8g7 e1e7,2182,124,100,26,crushing endgame exposedKing long pin,https://lichess.org/Z1LSOe9l/black#82
3709,065Qo,2rqrbk1/p1nn4/1p2p3/5p1N/2PQ4/5B2/PP3PPP/2R2RK1 b - - 0 21,d7c5 h5f6 d8f6 d4f6,1406,188,100,10,crushing fork middlegame short,https://lichess.org/7mGuelxs/black#42
3721,066qU,2r3k1/5p1p/1p2pB2/p2b2q1/8/PP2b1N1/RQ3PPP/2r2BK1 b - - 4 22,g5f4 f2e3 f4e3 b2f2,1642,500,100,0,equality middlegame short,https://lichess.org/eMlCT7ou/black#44
3728,067Qo,6rk/bp1P2r1/8/p2P4/2p1N3/PBP2P2/1P5P/4R2K w - - 0 31,e4f6 g7g1 e1g1 g8g1,1258,144,100,34,endgame mate mateIn2 short,https://lichess.org/eHFGYa4U#61
3731,067b2,1Q6/2p3bk/2p2q1p/N1P4P/6p1/6N1/2r2PP1/1R4K1 w - - 1 39,b8c7 f6f2 g1h2 f2g2,1004,77,100,241,mate mateIn2 middlegame short,https://lichess.org/dCxAh68d#77
3733,067n6,r3r1k1/5pbp/b5p1/p2P1q2/8/2N2PP1/PP1Q1KBP/R6R w - - 4 22,h1e1 f5c2 d2c2 g7d4 e1e3 e8e3,1781,281,100,2,crushing long middlegame sacrifice,https://lichess.org/0JJnr48e#43
3749,0695y,8/8/8/2k5/r7/2K3R1/8/8 w - - 30 65,c3d3 a4a3 d3e4 a3g3,714,104,100,61,crushing endgame master rookEndgame short skewer,https://lichess.org/iQWxl5pz#129
3757,06A2t,8/5pk1/4p1pp/1P4P1/4Q3/2q1NB1P/1r3PK1/8 b - - 0 48,h6g5 e3d1 c3c5 d1b2,1588,154,100,24,crushing endgame fork short,https://lichess.org/dXSR50tX/black#96
3764,06BFo,r7/4k3/p3p3/1p2K3/1P3P2/P2R4/8/8 b - - 4 39,a6a5 d3h3 a8a6 h3h7,1707,333,100,1,crushing endgame quietMove rookEndgame short,https://lichess.org/06SstMU6/black#78
3775,06CJD,4rk2/p6p/1pn5/5r2/8/1BP1B3/PP3PP1/4RK2 b - - 9 31,c6a5 e3h6,1253,123,100,101,endgame mate mateIn1 oneMove,https://lichess.org/ZwGx65YB/black#62
3779,06Cdt,5k2/1Q6/p1p2p1p/P1P1p3/1P1bP1q1/3P4/2R3K1/5R2 w - - 0 38,g2h1 g4h3 c2h2 h3f1,1215,75,100,321,endgame fork mate mateIn2 short,https://lichess.org/X15UbLBQ#75
3789,06D7Z,2N3k1/3p3p/p1p1p1pP/4P1q1/8/b1PQ4/P1K3P1/1r3B1R w - - 0 30,c2b1 g5c1,688,79,100,380,endgame mate mateIn1 oneMove,https://lichess.org/LjQlkuGj#59
3791,06DJ3,rr6/p1p1kppp/2P1p1q1/2P5/3P3b/1Q2P2P/P4NP1/R4RK1 w - - 9 24,b3d3 h4f2 f1f2 g6d3,993,75,100,144,crushing kingsideAttack middlegame short,https://lichess.org/bW4GuIjq#47
3802,06Dxh,r2q2k1/1bp2pBp/p5r1/R7/4Pn2/1P1P1N1P/1Q3PP1/3R2K1 w - - 3 24,a5g5 g6g5 f3g5 d8g5,1751,275,100,3,crushing middlegame short,https://lichess.org/qayPvyGT#47
3806,06EU4,6qr/pkp5/1pNp4/1P5p/2rpP1p1/Q7/P4PPP/5RK1 b - - 1 31,g8a8 a3a6,1360,213,100,25,endgame mate mateIn1 oneMove,https://lichess.org/GJAjNdBe/black#62
3811,06FA7,6k1/5pp1/4p2p/p2p4/1n1q4/1P5P/4BPP1/2Q3K1 b - - 0 29,b4d3 c1c8 g8h7 c8c2,1592,500,100,2,endgame equality short,https://lichess.org/sS1ufd06/black#58
3821,06G8N,5rk1/1R2n1b1/p1p5/7p/2PP2pN/3QP3/3N2PP/q5K1 w - - 3 28,d2f1 a1e1 g2g3 e1f2 g1h1 f2f1 d3f1 f8f1 h1g2 f1f7,1924,201,100,13,crushing defensiveMove deflection middlegame veryLong,https://lichess.org/ERAgXjsh#55
3837,06Hky,2rq2k1/1R3pp1/p5bp/8/1P2RQ1P/8/6P1/7K b - - 0 38,g6e4 f4f7 g8h8 f7g7,970,74,100,278,endgame mate mateIn2 short,https://lichess.org/TiEdM4d7/black#76
3838,06Hmj,r2qr1k1/4bp1n/p2p3P/1p2pp2/4P2P/2P1N1Q1/PP3P2/R3K2R b KQ - 1 24,g8h8 g3g7,1201,85,100,118,master mate mateIn1 middlegame oneMove,https://lichess.org/CRxZFkKW/black#48
3842,06IK9,8/3k4/p1p2rp1/2Pp1P1p/PP2pKPP/4P3/8/6R1 w - - 0 38,g4g5 f6f5 f4g3 f5f3 g3g2 f3e3,1032,76,100,775,crushing endgame long rookEndgame,https://lichess.org/Lpxd4tTO#75
3850,06JFm,3q2k1/p3p2p/1pr1Pp2/3P2p1/4Q3/8/P4PPP/6K1 w - - 0 24,d5c6 d8d1 e4e1 d1e1,600,84,100,133,endgame master mate mateIn2 queenEndgame short,https://lichess.org/4Ryz9iye#47
3855,06KBh,r5k1/5p2/4p1p1/3pP1P1/3r2P1/pP6/K1P2R2/7R b - - 0 37,d4g4 f2h2 g8f8 h2h8 f8e7 h8a8,1635,189,100,9,crushing endgame long quietMove rookEndgame skewer,https://lichess.org/ySYtVRNW/black#74
3862,06Kp7,r2b1Q2/q7/p2kP2N/1p1P4/2p2p2/6R1/6P1/7K b - - 0 44,d8e7 f8f4 d6d5 f4f3 d5d6 h6f5,2353,156,100,10,crushing endgame exposedKing long,https://lichess.org/3vvdCSuG/black#88
3865,06LCt,8/pp2rk2/7p/4b2Q/8/8/1q3PPP/3R2K1 b - - 3 28,f7e6 h5g6 e5f6 g6g8 e6f5 g2g4 f5f4 g8g6,2312,118,100,25,crushing endgame exposedKing veryLong,https://lichess.org/XqBVGM88/black#56
3867,06LI3,7r/p1p3k1/Pp2Pppr/4n1q1/R7/2PBR2P/2Q2PP1/7K w - - 0 31,e3e5 h6h3 g2h3 h8h3,1236,112,100,51,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/e0gNxwel#61
3868,06LKD,r6q/pp1bbk2/1np1n1p1/3pPp2/3P1N2/1P1Q2PB/P3RP2/R1B3K1 w - - 2 29,f4g6 h8h3 g6e7 f7e7,1455,137,100,25,crushing hangingPiece middlegame short,https://lichess.org/FPM8KmoW#57
3872,06LZN,8/r4p2/5pk1/pb1N4/4P1PP/8/8/R5K1 b - - 0 35,b5e2 d5f4 g6h7 f4e2,1050,76,100,517,crushing endgame fork short,https://lichess.org/rX9yClkJ/black#70
3879,06MB7,2k1r3/pp1br3/2n4p/4Bp2/6q1/3B4/PPQ3PP/R3R2K w - - 9 25,c2c3 e7e5 e1e5 e8e5,911,76,100,394,crushing middlegame short,https://lichess.org/uW0XknpM#49
3882,06MHw,8/8/8/1p6/pP1P3k/P4Kp1/8/8 w - - 2 54,f3g2 h4g4 d4d5 g4f5 d5d6 f5e6 d6d7 e6d7,1078,80,100,90,crushing endgame pawnEndgame veryLong,https://lichess.org/vaGXdoYZ#107
3889,06NBa,2r3kr/3Qnp1p/1p1N1bpB/2p2p2/2q5/8/PP4BP/4R2K b - - 3 24,c4h4 d7c8 e7c8 e1e8,1715,146,100,21,mate mateIn2 middlegame sacrifice short,https://lichess.org/uMjG2C7O/black#48
3904,06OhU,1r4k1/q1b3p1/1Rp2pp1/P1p5/2NpP1P1/B2P1P1P/2P5/KR6 w - - 6 34,b6b7 b8b7 b1b7 a7b7,1500,500,100,0,crushing middlegame short,https://lichess.org/FrsIWrIs#67
3909,06PUC,6k1/p1qbbpp1/4p2p/2p1P3/3P4/3Q1N2/P4PPP/1B4K1 b - - 1 25,c5d4 d3h7 g8f8 h7h8,1011,148,100,29,endgame mate mateIn2 short,https://lichess.org/4WeU4yBl/black#50
3924,06RCv,2k3r1/R5p1/2pn3p/2N5/P4bPP/1PB2P2/1KP1q3/8 b - - 0 32,g8e8 a7a8 c8c7 c3a5,1420,154,100,33,mate mateIn2 middlegame queensideAttack short,https://lichess.org/vpuX5APF/black#64
3927,06RYV,3r2k1/p4p1p/4p1p1/4P1R1/3KB2P/2P3R1/r7/8 w - - 6 33,d4c4 a2a4 c4b3 a4e4,1236,128,100,37,crushing endgame short skewer,https://lichess.org/jouHRyYm#65
3936,06SZv,8/2k5/8/2q1p3/4B3/pP4P1/P1PQ3P/1K6 w - - 9 43,d2d5 c5g1 d5d1 g1d1,1095,141,100,26,endgame mate mateIn2 short,https://lichess.org/whmX3WNv#85
3938,06Srr,8/R3Np2/p5p1/7p/1P5P/5k2/r7/5K2 w - - 20 53,e7d5 a2a1,850,76,100,571,endgame mate mateIn1 oneMove,https://lichess.org/7R5kcTvN#105
3947,06Tl5,r6q/pp3p2/4p1k1/3p1p2/8/2NR4/PPP3PP/5RK1 b - - 2 19,h8h5 d3h3 h5h3 g2h3,1458,317,100,2,endgame equality short,https://lichess.org/Jn0j1RP1/black#38
3957,06V7G,8/5Qpk/p1r4p/1p6/4P3/5PKP/PP3RP1/4q3 w - - 5 33,f7f5 c6g6 f5g6 h7g6,1500,500,100,0,crushing short,https://lichess.org/wyVsuvgn#65
3958,06VJD,8/pp6/2p2k2/2P1r1pp/1P3p2/5P1P/P5P1/4R1K1 w - - 0 47,e1e5 f6e5 h3h4 g5h4,1405,173,100,9,crushing endgame short,https://lichess.org/InpmcxuJ#93
3969,06Wnt,5r1b/ppk2B2/8/4pP2/8/2P2n1P/PP5B/3R2K1 w - - 6 31,g1g2 f3h4 g2f2 f8f7,1796,199,100,7,crushing endgame short,https://lichess.org/C0fFOLuS#61
3971,06X5t,5rk1/p4q1p/1p4p1/4Q3/8/P1P1P3/1P4PP/R5K1 w - - 1 23,e5e4 f7f2 g1h1 f2f1 a1f1 f8f1,1106,74,100,177,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/J1Zfkx0I#45
3973,06XGQ,2r2r2/6kp/p1q1b3/1p2R2Q/8/P7/1P3PPP/4R1K1 w - - 9 30,e5e6 c6e6 h5g5 e6g6,1500,500,100,0,crushing endgame short,https://lichess.org/nd2AIWez#59
3974,06XWX,4r3/p6k/6p1/8/5qPp/1P5P/PQPRn3/1K4R1 b - - 7 36,e2g1 d2d7 h7h6 b2g7 h6g5 d7d5,1077,75,100,314,crushing endgame long,https://lichess.org/R79Bix51/black#72
3982,06YFN,6k1/1b4pp/p2ppb2/8/P2qPBQ1/4N2P/6PK/1r6 b - - 4 31,b1b2 g4e6 g8f8 f4d6 d4d6 e6d6,1312,216,100,5,crushing long middlegame,https://lichess.org/GcVLzHJg/black#62
3987,06YqJ,8/4PR2/5Rp1/6k1/1pK3Pp/1Pn5/P7/4r3 w - - 5 59,c4b4 c3d5 b4a5 d5f6,1745,139,100,29,crushing endgame fork short,https://lichess.org/LpcHJgBX#117
3992,06ZIq,3N2k1/3n4/p5rp/3P1p2/P1p2P2/6rP/3Q2P1/6K1 w - - 0 34,d5d6 g3g2 d2g2 g6g2 g1g2 c4c3,2112,210,100,7,crushing endgame fork long,https://lichess.org/U7Ychkx9#67
3993,06ZOL,7k/4qp2/p4n2/1p3QP1/4p2P/P1PrP3/2Rn1PB1/6K1 b - - 0 29,f6h5 c2d2 d3d2 g2e4,1428,500,100,0,equality middlegame short,https://lichess.org/iUt4Tp6F/black#58
3995,06ZTV,4r1k1/1p2rppp/PPp3b1/3p2Q1/2q5/5B1P/1R3PP1/R5K1 b - - 0 27,e7e1 a1e1 e8e1 g1h2 h7h6 g5d2,1705,333,100,1,crushing long middlegame,https://lichess.org/b5Uj4VPB/black#54
4002,06a5c,3r3k/5R1p/p4ppB/1p1p1b2/8/P6P/1P3PP1/6K1 b - - 5 33,d8d6 f7f8,1377,128,100,80,endgame mate mateIn1 oneMove,https://lichess.org/jFIkBn1l/black#66
4004,06aT6,4r3/1pp2R1k/3p3p/p2P4/b1Pn2P1/P6P/1K6/5R2 b - - 1 31,h7g6 h3h4 e8e2 b2c3,1960,212,100,8,crushing defensiveMove endgame quietMove short,https://lichess.org/ZwaCGHUb/black#62
4006,06awr,4r3/pp3q1k/2n3p1/2b5/8/1P3PR1/2P1rP1P/Q6K b - - 1 30,e2f2 g3h3 h7g8 a1h8,1063,157,100,16,mate mateIn2 middlegame short,https://lichess.org/7gc1wpIl/black#60
4011,06bs9,r3k3/pp2b2r/4Rnpp/2pp4/5B2/2PP4/PP3PPP/RN4K1 w q - 2 18,f4e5 e8f7 e6e7 f7e7,2210,183,100,9,equality middlegame short trappedPiece,https://lichess.org/muOzacpm#35
