raw_id,raw_split,split,input,output
704,train,0,12 - Todd Martin ( U.S. ) vs. Younnes El Aynaoui ( Morocco ),"{""person"": [""Todd Martin"", ""Younnes El Aynaoui""], ""organization"": [], ""location"": [""U.S."", ""Morocco""], ""miscellaneous"": []}"
705,train,0,Andrea Gaudenzi ( Italy ) vs. Shuzo Matsuoka ( Japan ),"{""person"": [""Andrea Gaudenzi"", ""Shuzo Matsuoka""], ""organization"": [], ""location"": [""Italy"", ""Japan""], ""miscellaneous"": []}"
706,train,0,Doug Flach ( U.S. ) vs. qualifier,"{""person"": [""Doug Flach""], ""organization"": [], ""location"": [""U.S.""], ""miscellaneous"": []}"
707,train,0,Mats Wilander ( Sweden ) vs. Tim Henman ( Britain ),"{""person"": [""Mats Wilander"", ""Tim Henman""], ""organization"": [], ""location"": [""Sweden"", ""Britain""], ""miscellaneous"": []}"
708,train,0,Paul Haarhuis ( Netherlands ) vs. Michael Joyce ( U.S. ),"{""person"": [""Paul Haarhuis"", ""Michael Joyce""], ""organization"": [], ""location"": [""Netherlands"", ""U.S.""], ""miscellaneous"": []}"
709,train,0,Michael Tebbutt ( Australia ) vs. Richey Reneberg ( U.S. ),"{""person"": [""Michael Tebbutt"", ""Richey Reneberg""], ""organization"": [], ""location"": [""Australia"", ""U.S.""], ""miscellaneous"": []}"
710,train,0,Jonathan Stark ( U.S. ) vs. Bernd Karbacher ( Germany ),"{""person"": [""Jonathan Stark"", ""Bernd Karbacher""], ""organization"": [], ""location"": [""U.S."", ""Germany""], ""miscellaneous"": []}"
711,train,0,Stefan Edberg ( Sweden ) vs. 5 - Richard Krajicek ( Netherlands ),"{""person"": [""Stefan Edberg"", ""Richard Krajicek""], ""organization"": [], ""location"": [""Sweden"", ""Netherlands""], ""miscellaneous"": []}"
712,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
713,train,0,6 - Andre Agassi ( U.S. ) vs. Mauricio Hadad ( Colombia ),"{""person"": [""Andre Agassi"", ""Mauricio Hadad""], ""organization"": [], ""location"": [""U.S."", ""Colombia""], ""miscellaneous"": []}"
714,train,0,Marcos Ondruska ( South Africa ) vs. Felix Mantilla ( Spain ),"{""person"": [""Marcos Ondruska"", ""Felix Mantilla""], ""organization"": [], ""location"": [""South Africa"", ""Spain""], ""miscellaneous"": []}"
715,train,0,Carlos Moya ( Spain ) vs. Scott Humphries ( U.S. ),"{""person"": [""Carlos Moya"", ""Scott Humphries""], ""organization"": [], ""location"": [""Spain"", ""U.S.""], ""miscellaneous"": []}"
716,train,0,Jan Siemerink ( Netherlands ) vs. Carl-Uwe Steeb ( Germany ),"{""person"": [""Jan Siemerink"", ""Carl-Uwe Steeb""], ""organization"": [], ""location"": [""Netherlands"", ""Germany""], ""miscellaneous"": []}"
717,train,0,Qualifier vs. qualifier,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
718,train,0,David Wheaton ( U.S. ) vs. Kevin Kim ( U.S. ),"{""person"": [""David Wheaton"", ""Kevin Kim""], ""organization"": [], ""location"": [""U.S."", ""U.S.""], ""miscellaneous"": []}"
719,train,0,Nicolas Lapentti ( Ecuador ) vs. Alex O'Brien ( U.S. ),"{""person"": [""Nicolas Lapentti"", ""Alex O'Brien""], ""organization"": [], ""location"": [""Ecuador"", ""U.S.""], ""miscellaneous"": []}"
720,train,0,Karim Alami ( Morocco ) vs. 11 - MaliVai Washington ( U.S. ),"{""person"": [""Karim Alami"", ""MaliVai Washington""], ""organization"": [], ""location"": [""Morocco"", ""U.S.""], ""miscellaneous"": []}"
721,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
722,train,0,13 - Thomas Enqvist ( Sweden ) vs. Stephane Simian ( France ),"{""person"": [""Thomas Enqvist"", ""Stephane Simian""], ""organization"": [], ""location"": [""Sweden"", ""France""], ""miscellaneous"": []}"
723,train,0,Guillaume Raoux ( France ) vs. Filip Dewulf ( Belgium ),"{""person"": [""Guillaume Raoux"", ""Filip Dewulf""], ""organization"": [], ""location"": [""France"", ""Belgium""], ""miscellaneous"": []}"
724,train,0,Mark Knowles ( Bahamas ) vs. Marcelo Filippini ( Uruguay ),"{""person"": [""Mark Knowles"", ""Marcelo Filippini""], ""organization"": [], ""location"": [""Bahamas"", ""Uruguay""], ""miscellaneous"": []}"
725,train,0,Todd Woodbridge ( Australia ) vs. qualifier,"{""person"": [""Todd Woodbridge""], ""organization"": [], ""location"": [""Australia""], ""miscellaneous"": []}"
726,train,0,Kris Goossens ( Belgium ) vs. Sergi Bruguera ( Spain ),"{""person"": [""Kris Goossens"", ""Sergi Bruguera""], ""organization"": [], ""location"": [""Belgium"", ""Spain""], ""miscellaneous"": []}"
727,train,0,Qualifier vs. Michael Stich ( Germany ),"{""person"": [""Michael Stich""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
728,train,0,Qualifier vs. Chuck Adams ( U.S. ),"{""person"": [""Chuck Adams""], ""organization"": [], ""location"": [""U.S.""], ""miscellaneous"": []}"
729,train,0,Javier Frana ( Argentina ) vs. 3 - Thomas Muster ( Austria ),"{""person"": [""Javier Frana"", ""Thomas Muster""], ""organization"": [], ""location"": [""Argentina"", ""Austria""], ""miscellaneous"": []}"
730,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
731,train,0,8 - Jim Courier ( U.S. ) vs. Javier Sanchez ( Spain ),"{""person"": [""Jim Courier"", ""Javier Sanchez""], ""organization"": [], ""location"": [""U.S."", ""Spain""], ""miscellaneous"": []}"
732,train,0,Jim Grabb ( U.S. ) vs. Sandon Stolle ( Australia ),"{""person"": [""Jim Grabb"", ""Sandon Stolle""], ""organization"": [], ""location"": [""U.S."", ""Australia""], ""miscellaneous"": []}"
733,train,0,Patrick Rafter ( Australia ) vs. Kenneth Carlsen ( Denmark ),"{""person"": [""Patrick Rafter"", ""Kenneth Carlsen""], ""organization"": [], ""location"": [""Australia"", ""Denmark""], ""miscellaneous"": []}"
734,train,0,Jason Stoltenberg ( Australia ) vs. Stefano Pescosolido ( Italy ),"{""person"": [""Jason Stoltenberg"", ""Stefano Pescosolido""], ""organization"": [], ""location"": [""Australia"", ""Italy""], ""miscellaneous"": []}"
735,train,0,Arnaud Boetsch ( France ) vs. Nicolas Pereira ( Venezuela ),"{""person"": [""Arnaud Boetsch"", ""Nicolas Pereira""], ""organization"": [], ""location"": [""France"", ""Venezuela""], ""miscellaneous"": []}"
736,train,0,Carlos Costa ( Spain ) vs. Magnus Gustafsson ( Sweden ),"{""person"": [""Carlos Costa"", ""Magnus Gustafsson""], ""organization"": [], ""location"": [""Spain"", ""Sweden""], ""miscellaneous"": []}"
737,train,0,Jeff Tarango ( U.S. ) vs. Alex Radulescu ( Germany ),"{""person"": [""Jeff Tarango"", ""Alex Radulescu""], ""organization"": [], ""location"": [""U.S."", ""Germany""], ""miscellaneous"": []}"
738,train,0,Qualifier vs. 10 - Marcelo Rios ( Chile ),"{""person"": [""Marcelo Rios""], ""organization"": [], ""location"": [""Chile""], ""miscellaneous"": []}"
739,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
740,train,0,15 - Marc Rosset ( Switzerland vs. Jared Palmer ( U.S. ),"{""person"": [""Marc Rosset"", ""Jared Palmer""], ""organization"": [], ""location"": [""Switzerland"", ""U.S.""], ""miscellaneous"": []}"
741,train,0,Martin Damm ( Czech Republic ) vs. Hernan Gumy ( Argentina ),"{""person"": [""Martin Damm"", ""Hernan Gumy""], ""organization"": [], ""location"": [""Czech Republic"", ""Argentina""], ""miscellaneous"": []}"
742,train,0,Nicklas Kulti ( Sweden ) vs. Jakob Hlasek ( Switzerland ),"{""person"": [""Nicklas Kulti"", ""Jakob Hlasek""], ""organization"": [], ""location"": [""Sweden"", ""Switzerland""], ""miscellaneous"": []}"
743,train,0,Cecil Mamiit ( U.S. ) vs. Alberto Berasategui ( Spain ),"{""person"": [""Cecil Mamiit"", ""Alberto Berasategui""], ""organization"": [], ""location"": [""U.S."", ""Spain""], ""miscellaneous"": []}"
744,train,0,Vince Spadea ( U.S. ) vs. Daniel Vacek ( Czech Republic ),"{""person"": [""Vince Spadea"", ""Daniel Vacek""], ""organization"": [], ""location"": [""U.S."", ""Czech Republic""], ""miscellaneous"": []}"
745,train,0,David Prinosil ( Germany ) vs. qualifier,"{""person"": [""David Prinosil""], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": []}"
746,train,0,Qualifier vs. Tomas Carbonell ( Spain ),"{""person"": [""Tomas Carbonell""], ""organization"": [], ""location"": [""Spain""], ""miscellaneous"": []}"
747,train,0,Qualifier vs. 2 - Michael Chang ( U.S. ),"{""person"": [""Michael Chang""], ""organization"": [], ""location"": [""U.S.""], ""miscellaneous"": []}"
748,train,0,BASEBALL - ORIOLES ' MANAGER DAVEY JOHNSON HOSPITALIZED .,"{""person"": [""DAVEY JOHNSON""], ""organization"": [""ORIOLES""], ""location"": [], ""miscellaneous"": []}"
749,train,0,BALTIMORE 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""BALTIMORE""], ""miscellaneous"": []}"
750,train,0,Baltimore Orioles manager Davey Johnson will miss Thursday night 's game against the Seattle Mariners after being admitted to a hospital with an irregular heartbeat .,"{""person"": [""Davey Johnson""], ""organization"": [""Baltimore Orioles"", ""Seattle Mariners""], ""location"": [], ""miscellaneous"": []}"
751,train,0,The 53-year-old Johnson was hospitalized after experiencing dizziness .,"{""person"": [""Johnson""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
752,train,0,""" He is in no danger and will be treated and observed this evening , "" said Orioles team physician Dr. William Goldiner , adding that Johnson is expected to be released on Friday .","{""person"": [""William Goldiner"", ""Johnson""], ""organization"": [""Orioles""], ""location"": [], ""miscellaneous"": []}"
753,train,0,Orioles ' bench coach Andy Etchebarren will manage the club in Johnson 's absence .,"{""person"": [""Andy Etchebarren"", ""Johnson""], ""organization"": [""Orioles""], ""location"": [], ""miscellaneous"": []}"
754,train,0,Johnson is the second manager to be hospitalized this week after California Angels skipper John McNamara was admitted to New York 's Columbia Presbyterian Hospital on Wednesday with a blood clot in his left calf .,"{""person"": [""Johnson"", ""John McNamara""], ""organization"": [""California Angels""], ""location"": [""New York"", ""Columbia Presbyterian Hospital""], ""miscellaneous"": []}"
755,train,0,"Johnson , who played eight seasons in Baltimore , was named Orioles manager in the off-season replacing Phil Regan .","{""person"": [""Johnson"", ""Phil Regan""], ""organization"": [""Orioles""], ""location"": [""Baltimore""], ""miscellaneous"": []}"
756,train,0,He led the Cincinnati Reds to the National League Championship Series last year and guided the New York Mets to a World Series championship in 1986 .,"{""person"": [], ""organization"": [""Cincinnati Reds"", ""New York Mets""], ""location"": [], ""miscellaneous"": [""National League Championship Series"", ""World Series""]}"
757,train,0,Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,"{""person"": [], ""organization"": [""Baltimore"", ""New York Yankees""], ""location"": [], ""miscellaneous"": [""American League East Division""]}"
758,train,0,BASEBALL - MAJOR LEAGUE STANDINGS AFTER WEDNESDAY 'S GAMES .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""MAJOR LEAGUE""]}"
759,train,0,NEW YORK 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""NEW YORK""], ""miscellaneous"": []}"
760,train,0,Major League Baseball,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Major League Baseball""]}"
761,train,0,"standings after games played on Wednesday ( tabulate under won ,","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
762,train,0,"lost , winning percentage and games behind ) :","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
763,train,0,AMERICAN LEAGUE,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""AMERICAN LEAGUE""]}"
764,train,0,EASTERN DIVISION,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""EASTERN DIVISION""]}"
765,train,0,W L PCT GB,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
766,train,0,NEW YORK 72 53 .576 -,"{""person"": [], ""organization"": [""NEW YORK""], ""location"": [], ""miscellaneous"": []}"
767,train,0,BALTIMORE 67 58 .536 5,"{""person"": [], ""organization"": [""BALTIMORE""], ""location"": [], ""miscellaneous"": []}"
768,train,0,BOSTON 63 64 .496 10,"{""person"": [], ""organization"": [""BOSTON""], ""location"": [], ""miscellaneous"": []}"
769,train,0,TORONTO 58 69 .457 15,"{""person"": [], ""organization"": [""TORONTO""], ""location"": [], ""miscellaneous"": []}"
770,train,0,DETROIT 44 82 .349 28 1/2,"{""person"": [], ""organization"": [""DETROIT""], ""location"": [], ""miscellaneous"": []}"
771,train,0,CENTRAL DIVISION,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""CENTRAL DIVISION""]}"
772,train,0,CLEVELAND 76 51 .598 -,"{""person"": [], ""organization"": [""CLEVELAND""], ""location"": [], ""miscellaneous"": []}"
773,train,0,CHICAGO 69 59 .539 7 1/2,"{""person"": [], ""organization"": [""CHICAGO""], ""location"": [], ""miscellaneous"": []}"
774,train,0,MINNESOTA 63 63 .500 12 1/2,"{""person"": [], ""organization"": [""MINNESOTA""], ""location"": [], ""miscellaneous"": []}"
775,train,0,MILWAUKEE 60 68 .469 16 1/2,"{""person"": [], ""organization"": [""MILWAUKEE""], ""location"": [], ""miscellaneous"": []}"
776,train,0,KANSAS CITY 58 70 .453 18 1/2,"{""person"": [], ""organization"": [""KANSAS CITY""], ""location"": [], ""miscellaneous"": []}"
777,train,0,WESTERN DIVISION,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""WESTERN DIVISION""]}"
778,train,0,TEXAS 73 54 .575 -,"{""person"": [], ""organization"": [""TEXAS""], ""location"": [], ""miscellaneous"": []}"
779,train,0,SEATTLE 64 61 .512 8,"{""person"": [], ""organization"": [""SEATTLE""], ""location"": [], ""miscellaneous"": []}"
780,train,0,OAKLAND 62 67 .481 12,"{""person"": [], ""organization"": [""OAKLAND""], ""location"": [], ""miscellaneous"": []}"
781,train,0,CALIFORNIA 58 68 .460 14 1/2,"{""person"": [], ""organization"": [""CALIFORNIA""], ""location"": [], ""miscellaneous"": []}"
782,train,0,"THURSDAY , AUGUST 22 SCHEDULE","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
783,train,0,OAKLAND AT BOSTON,"{""person"": [], ""organization"": [""OAKLAND""], ""location"": [""BOSTON""], ""miscellaneous"": []}"
784,train,0,SEATTLE AT BALTIMORE,"{""person"": [], ""organization"": [""SEATTLE""], ""location"": [""BALTIMORE""], ""miscellaneous"": []}"
785,train,0,CALIFORNIA AT NEW YORK,"{""person"": [], ""organization"": [""CALIFORNIA""], ""location"": [""NEW YORK""], ""miscellaneous"": []}"
786,train,0,TORONTO AT CHICAGO,"{""person"": [], ""organization"": [""TORONTO""], ""location"": [""CHICAGO""], ""miscellaneous"": []}"
787,train,0,DETROIT AT KANSAS CITY,"{""person"": [], ""organization"": [""DETROIT""], ""location"": [""KANSAS CITY""], ""miscellaneous"": []}"
788,train,0,TEXAS AT MINNESOTA,"{""person"": [], ""organization"": [""TEXAS""], ""location"": [""MINNESOTA""], ""miscellaneous"": []}"
789,train,0,NATIONAL LEAGUE,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""NATIONAL LEAGUE""]}"
790,train,0,EASTERN DIVISION,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""EASTERN DIVISION""]}"
791,train,0,W L PCT GB,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
792,train,0,ATLANTA 79 46 .632 -,"{""person"": [], ""organization"": [""ATLANTA""], ""location"": [], ""miscellaneous"": []}"
793,train,0,MONTREAL 67 58 .536 12,"{""person"": [], ""organization"": [""MONTREAL""], ""location"": [], ""miscellaneous"": []}"
794,train,0,NEW YORK 59 69 .461 21 1/2,"{""person"": [], ""organization"": [""NEW YORK""], ""location"": [], ""miscellaneous"": []}"
795,train,0,FLORIDA 58 69 .457 22,"{""person"": [], ""organization"": [""FLORIDA""], ""location"": [], ""miscellaneous"": []}"
796,train,0,PHILADELPHIA 52 75 .409 28,"{""person"": [], ""organization"": [""PHILADELPHIA""], ""location"": [], ""miscellaneous"": []}"
797,train,0,CENTRAL DIVISION,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""CENTRAL DIVISION""]}"
798,train,0,HOUSTON 68 59 .535 -,"{""person"": [], ""organization"": [""HOUSTON""], ""location"": [], ""miscellaneous"": []}"
799,train,0,ST LOUIS 67 59 .532 1/2,"{""person"": [], ""organization"": [""ST LOUIS""], ""location"": [], ""miscellaneous"": []}"
800,train,0,CHICAGO 63 62 .504 4,"{""person"": [], ""organization"": [""CHICAGO""], ""location"": [], ""miscellaneous"": []}"
801,train,0,CINCINNATI 62 62 .500 4 1/2,"{""person"": [], ""organization"": [""CINCINNATI""], ""location"": [], ""miscellaneous"": []}"
802,train,0,PITTSBURGH 53 73 .421 14 1/2,"{""person"": [], ""organization"": [""PITTSBURGH""], ""location"": [], ""miscellaneous"": []}"
803,train,0,WESTERN DIVISION,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""WESTERN DIVISION""]}"
804,train,0,SAN DIEGO 70 59 .543 -,"{""person"": [], ""organization"": [""SAN DIEGO""], ""location"": [], ""miscellaneous"": []}"
805,train,0,LOS ANGELES 66 60 .524 2 1/2,"{""person"": [], ""organization"": [""LOS ANGELES""], ""location"": [], ""miscellaneous"": []}"
806,train,0,COLORADO 65 62 .512 4,"{""person"": [], ""organization"": [""COLORADO""], ""location"": [], ""miscellaneous"": []}"
